SMILES,MP,MW,Structure_Cluster,MP_bin,Stratify_Label,cv_fold
CCCCCCCCCCCCCCCCCc1ccccc1,32.0,316.573,3,0,3_0,8
CN1C(=O)NC(C(=C1C)C(=O)OCc1ccccc1)c1ccc2c(c1)cccc2,150.0,386.451,4,2,4_2,1
O=c1c2ccccc2c(=O)n2n1C1C=CC2C1,231.0,226.235,5,3,5_3,7
OCC(CO)O,18.0,92.094,0,0,0_0,0
Oc1ccc2c(c1)Oc1c(C2c2ccccc2C(=O)O)ccc(c1)O,126.0,334.327,4,2,4_2,8
N#CC(=C(SCc1ccccc1)SCc1ccccc1)C(=O)N,104.0,340.473,5,1,5_1,4
Cc1ccccc1c1cc2ccccc2c(=O)o1,86.0,236.27,5,1,5_1,4
CNc1cnn(c(=O)c1Cl)c1cccc(c1)C(F)(F)F,184.0,303.671,2,3,2_3,3
COc1cc(OC)n2c(n1)nc(n2)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,211.0,418.262,4,3,4_3,9
Nc1ccc(c(c1)Cl)SC(F)(F)F,43.0,227.638,2,0,2_0,4
CCC(c1cc(ccc1OCC(=O)O)C(CC)(C)C)(C)C,126.0,292.419,5,2,5_2,5
CCC1CN2CCC1CC2[C@@H](c1ccnc2c1cc(OC)cc2)O,172.5,326.44,4,3,4_3,7
OC(=O)CP(=O)(O)O,144.5,140.031,2,2,2_2,7
CC1=Cc2c(C1)cccc2,80.0,130.19,0,1,0_1,3
CCC(=O)n1ncc2c1nc[nH]c2=O,261.0,192.178,2,3,2_3,1
CCCCCCCCCCCCCCC(=O)O,53.0,242.403,3,1,3_1,7
O=C(c1ccccc1)C(=O)O,65.0,150.133,2,1,2_1,8
COc1ccc(c(c1)O)C(=O)c1ccc(cc1)C,99.0,242.274,5,1,5_1,6
N#C/C(=N\Nc1c(=O)n(n(c1C)C)c1ccccc1)/c1scc(n1)c1ccccc1,227.0,414.494,4,3,4_3,6
CC(OC(=S)SSC(=S)OC(C)C)C,55.0,270.466,0,1,0_1,9
c1ccc(cc1)c1ccccc1,69.0,154.212,0,1,0_1,2
C1COCCOc2ccccc2OCCOCCOCCOc2c(OCCO1)cccc2,104.0,448.512,4,1,4_1,4
CC(=O)c1cc(Br)cnc1,78.0,200.035,0,1,0_1,6
O=C(c1ccccc1)/C=C/c1ccc(cc1)[N+](=O)[O-],161.0,253.257,5,2,5_2,9
O=C(c1ccccc1)Nc1ccccc1Cl,99.0,231.682,5,1,5_1,9
OCC(c1ccccc1)C(=O)O,118.0,166.176,2,2,2_2,2
OC[C@H](NC(=O)OC(C)(C)C)C,60.0,175.228,2,1,2_1,4
CCOC(=O)C(C1(O)CCC2(C(C1)CCC1C2CCC2(C1CCC2OCc1ccccc1)C)C)(C)C,147.0,496.732,1,2,1_2,1
c1ccc2c(c1)ccc1c2cc2cccc3c2c1CC3,174.0,254.332,5,3,5_3,0
OC1OC(Cc2c1cccc2)C1CCCCC1,89.0,232.323,5,1,5_1,5
O=C(Nc1ccccc1)OCCc1ccc(cc1)CCOC(=O)Nc1ccccc1,213.0,404.466,4,3,4_3,4
Clc1ccc(c(c1)C(=O)N)F,136.0,173.574,2,2,2_2,7
CCOC(=O)c1c[nH]cc1C,74.0,153.181,2,1,2_1,6
CC(C1CCCCC1)(C)C,-41.2,140.27,0,0,0_0,7
CC1CCCNC1,-24.0,99.177,0,0,0_0,0
O=C(c1ccccc1)Nc1cc2c(cc1/C=C/c1ccccc1)CC(N2C(=O)c1ccccc1)c1ccccc1,250.0,520.632,4,3,4_3,7
C=CC1OCC2(CO1)COC(OC2)C=C,44.5,212.245,2,0,2_0,5
C1CN2CCCc3c2c(C1)ccc3,35.0,173.259,0,0,0_0,7
Clc1c(Cl)c(C(Cl)Cl)c(c(c1Cl)Cl)Cl,119.5,333.256,0,2,0_2,5
Fc1ccc(c(c1)C(=O)O)[N+](=O)[O-],135.0,185.11,2,2,2_2,9
c1ccc(cc1)c1nc2c(s1)cccc2,114.0,211.289,5,2,5_2,7
CC(COC(=O)c1ccc(cc1)C(=O)OCC(C)C)C,55.0,278.348,2,1,2_1,6
COc1ccc(cc1)F,-45.0,126.13,0,0,0_0,8
Cc1cccc(c1)/N=N/c1c(N)nn2c1nc(C)cc2C(F)(F)F,209.0,334.305,4,3,4_3,7
c1csc(c1)SSc1cccs1,55.0,230.404,0,1,0_1,8
Cc1nc2cc(nn2c(c1)C(F)(F)F)c1ccccc1,174.0,277.249,5,3,5_3,0
OC[C@H](NC(=O)OCc1ccccc1)C,83.0,209.245,2,1,2_1,2
[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1/C=N/c1ccccc1)/C=N/c1ccccc1,165.0,374.356,4,2,4_2,0
OC1CCC2C1(C)CCC1C2CCC2C1(C)CCC1(C2)OCCO1,212.0,334.5,1,3,1_3,0
Clc1ccc(cn1)C(=O)N,215.0,156.572,2,3,2_3,9
O=C1N2CCCCC2Cc2c1cccc2,97.0,201.269,2,1,2_1,6
c1ccc(cc1)c1ccccc1c1ccccc1,57.0,230.31,5,1,5_1,9
FC1(F)c2ccccc1cccc2,119.0,178.181,0,2,0_2,4
CNc1c(C=O)c(=O)oc2c1cccc2,216.0,203.197,2,3,2_3,7
OC(=O)C(C(=O)O)(Cc1ccccc1)C,132.0,208.213,2,2,2_2,7
CC(=O)N1C(=O)Cc2c1cc1c(c2)CC(=O)N1C(=O)C,295.0,272.26,4,3,4_3,7
Clc1nccc(c1)C(=O)O,231.0,157.556,2,3,2_3,0
c1ccc2c(c1)ccc1c2c2c([nH]1)ccc1c2cccc1,158.0,267.331,5,2,5_2,9
CC(Br)Br,-63.0,187.862,0,0,0_0,9
OC1CCC(CC1)O,143.0,116.16,0,2,0_2,3
C=CCC1CCCC1,-111.0,110.2,0,0,0_0,7
Cc1cccc(c1)O[Si]12OCCN(CCO1)CCO2,166.0,281.384,5,2,5_2,4
Nc1ccc2c(c1)cccc2,111.5,143.189,0,2,0_2,7
N#C/C(=N\OC(=O)OC(C)(C)C)/c1ccccc1,88.0,246.266,2,1,2_1,5
O=C1OCc2c1cccc2,74.0,134.134,0,1,0_1,1
Cc1cc(C)c(c(c1)F)[N+](=O)[O-],56.0,169.155,2,1,2_1,0
CC1CCC(=O)O1,-31.0,100.117,0,0,0_0,5
O=C1NCCN1,131.0,86.094,0,2,0_2,5
[2H]OC(C([2H])([2H])[2H])([2H])[2H],-114.0,52.106,0,0,0_0,3
COC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OC,214.0,270.284,5,3,5_3,1
O=C(/C(=N/Nc1ccc(cc1)C(=O)O)/C(=O)C(F)(F)F)c1cccs1,220.0,370.308,4,3,4_3,7
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,60.0,146.142,2,1,2_1,0
O=C1NC(=O)NC(=O)C1=Cc1ccc(cc1)Cl,243.0,250.641,4,3,4_3,5
Fc1ccc(cc1)n1nc(s/c/1=N\C(=O)C)C(=O)C,158.0,279.296,2,2,2_2,8
CCOC(=O)c1cc2c(o1)cccc2,30.5,190.198,2,0,2_0,1
CCCCCCCCCCCCCCCCCCCCCCCCCC,57.0,366.718,3,1,3_1,4
COc1cc(Cc2cnc(nc2N)N)cc(c1Br)OC,226.5,339.193,5,3,5_3,2
COc1ccc(c(c1)N)C,47.0,137.182,0,1,0_1,6
O=c1ccccn1C(=S)n1ccccc1=O,165.0,232.264,2,2,2_2,9
CCN(C(=O)c1ccccc1C(=O)N(CC)CC)CC,36.0,276.38,5,0,5_0,6
O=C(/C(=N/Nc1cccnc1)/C(=O)C(F)(F)F)c1cccs1,151.0,327.287,4,2,4_2,0
BrCC(c1cccc(c1)C(CBr)Br)Br,65.0,449.806,5,1,5_1,7
COc1ccc(cc1)C1Nn2c(S1)nnc2c1cccc(c1)[N+](=O)[O-],206.0,355.379,4,3,4_3,5
S=C1S/C(=C\c2ccccc2)/C(=O)N1CN1CCOCC1,121.0,320.439,4,2,4_2,3
CCCCOC(=O)c1ccc(cc1)[N+](=O)[O-],35.5,223.228,2,0,2_0,4
FC(C(C(C(F)(F)F)(Cl)F)(Cl)Cl)(F)F,4.0,287.389,2,0,2_0,4
FC(c1ncc2c(c1)cccc2)(F)F,31.0,197.159,2,0,2_0,4
COc1ccc(cc1I)C(=O)O,240.0,278.045,2,3,2_3,0
BrC(C(c1ccccc1)Br)CCC(C(c1ccccc1)Br)Br,194.0,553.958,5,3,5_3,7
Cc1cc(cnc1)C#N,84.0,118.139,0,1,0_1,3
S=C(c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)NC1CCCCC1,218.0,347.568,5,3,5_3,9
CC(c1ccc(cc1)c1ccccc1)(O)C,92.0,212.292,5,1,5_1,9
O[C@H]([C@@H](C(=O)O)O)C(=O)O,169.0,150.086,2,3,2_3,9
O=C(ON1C(=O)CCC1=O)OCc1ccccc1Br,107.0,328.118,4,2,4_2,7
CCCCCCCCCCCCCCCCC1CCCCC1,33.6,308.594,3,0,3_0,1
COc1nc(C)nc(n1)N,259.5,140.146,0,3,0_3,5
Clc1ccccc1c1nc2c([nH]1)cccc2,234.0,228.682,5,3,5_3,2
NC(=O)c1cccnc1Cl,165.0,156.572,2,2,2_2,2
Oc1cccc(c1)S,16.5,126.18,0,0,0_0,8
O=CN1CCCCC1,-31.0,113.16,0,0,0_0,3
[O-][N+](=O)c1cc(ccc1Cl)C(=O)C,98.0,199.593,2,1,2_1,6
CS/C(=N/OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/C,173.0,354.479,4,3,4_3,0
NNc1c(F)c(F)cc(c1F)F,89.0,180.104,2,1,2_1,6
Cc1ccc2c(c1)ccc(c2)C,112.0,156.228,0,2,0_2,6
O=C1OC(c2c1cccc2)(c1ccccc1)c1ccccc1,120.0,286.33,5,2,5_2,2
C/C=C(/C(C)C)\C,-124.0,98.189,0,0,0_0,6
NNC(=S)Nc1ccc(cc1)C(F)(F)F,167.0,235.234,2,3,2_3,1
O=Cc1cccc(n1)Br,81.0,186.008,0,1,0_1,4
COc1ccc2c(c1C(F)(F)F)cccc2C(=S)N(CC(=O)O)C,164.0,357.353,4,2,4_2,0
NC(=O)c1ccncc1,156.0,122.127,0,2,0_2,6
Fc1ccc(cc1)I,-20.0,222.0,0,0,0_0,3
Clc1ccc(cc1)C(=O)c1ccccc1C(=O)O,150.0,260.676,2,2,2_2,7
Cc1[nH]nc(c1Cc1ccccc1)C,119.0,186.258,0,2,0_2,6
CC(c1ccc(c(c1O)C(=O)O)C)C,127.0,194.23,2,2,2_2,6
Oc1cc(nc2c1cccc2)C(F)(F)F,210.0,213.158,2,3,2_3,8
O=C1c2ccccc2Cc2c1cccc2,157.0,194.233,5,2,5_2,6
COc1cc(ccc1O)/C=C/[N+](=O)[O-],169.0,195.174,2,3,2_3,0
CN(C(=O)CCl)OC,40.0,137.566,0,0,0_0,3
CC#CCC(C)C,-93.0,96.173,0,0,0_0,9
CCCCCCCCOc1ccc(cc1)C(=O)O,103.0,250.338,2,1,2_1,2
O=c1[nH]nc2n1cccc2,234.0,135.126,0,3,0_3,5
C#CC1=C(CCCC1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],190.0,314.301,4,3,4_3,9
CCC(=O)OCC(C)C,-71.4,130.187,0,0,0_0,4
Nc1ccc(c(c1)Cl)[N+](=O)[O-],159.0,172.571,2,2,2_2,1
CCc1cc(C#N)ccc1N,63.0,146.193,0,1,0_1,5
COC1OC2CC3C1(C(O)CCC3(C)C)C1C32C(O)C(CC1O)C(=C)C3=O,261.0,378.465,1,3,1_3,4
BrCCCOc1ccccc1,10.0,215.09,0,0,0_0,1
CCCCC(COP(=O)(OCC(CCCC)CC)OCC(CCCC)CC)CC,-70.0,434.642,3,0,3_0,6
CCCCP(=O)(CCCC)CCCC,67.0,218.321,3,1,3_1,4
CCn1cc(C(=O)O)c(=O)c2c1nc(nc2)N1CCNCC1,254.0,303.322,4,3,4_3,7
OC[C@H]1O[C@@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O,163.0,228.204,2,2,2_2,8
[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1/C=C/c1cccc2c1OCO2)/C=C/c1cccc2c1OCO2,215.0,460.398,4,3,4_3,6
OC(=O)COc1ccc(cc1)Cl,159.0,186.594,2,2,2_2,7
c1ccc(cc1)Cc1nc2ccccc2nc1Cc1ccccc1,118.0,310.4,5,2,5_2,2
COc1cccc(c1)c1cccc(c1)OC,36.0,214.264,5,0,5_0,1
COc1cc(ccc1O)C1Nn2c(S1)nnc2c1ccc(cc1)[N+](=O)[O-],226.0,371.378,4,3,4_3,8
CCOC(=O)c1ccc(cc1)C#N,54.0,175.187,2,1,2_1,5
C=CCOc1cccc(c1Br)OC/C=C/c1ccccc1,80.85,345.236,5,1,5_1,5
Brc1cccc2c1C(=O)C2,82.0,197.031,0,1,0_1,8
OC(=O)c1cc(C)c(c(c1)C)F,166.0,168.167,2,2,2_2,8
O=C1OC(OC1C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,116.0,322.786,2,2,2_2,4
Oc1c(cc(cc1C(C)(C)C)/C(=N\c1ccccc1)/Nc1ccccc1)C(C)(C)C,131.0,400.566,5,2,5_2,0
CCOc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N,183.0,294.336,4,3,4_3,2
CCOCCC,-127.0,88.15,0,0,0_0,6
c1ccc(cc1)[Si]([Si](c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,369.0,518.808,5,3,5_3,0
CNc1ccc(c2c1C(=O)c1ccccc1C2=O)NC,220.0,266.3,5,3,5_3,6
Ic1c(I)cccc1I,116.0,455.802,0,2,0_2,9
BrCC1OC(OC(=O)C)C(C(C1OC(=O)C)OC(=O)C)OC(=O)C,88.5,411.201,4,1,4_1,2
NC(=O)N1c2ccccc2CCc2c1cccc2,205.0,238.29,5,3,5_3,0
OC1c2ccccc2CCc2c1cccc2,92.0,210.276,5,1,5_1,4
O=C(c1ccccc1)NN(C(C)(C)C)C(=O)c1c(F)cccc1F,194.5,332.35,4,3,4_3,5
O=C1CCCC1,-51.0,84.118,0,0,0_0,9
[O-][N+](=O)c1cc(ccc1Cl)C(=O)O,182.0,201.565,2,3,2_3,9
Nc1cccc(c1)n1ccccc1=O,183.0,186.214,2,3,2_3,5
CCCCc1ccc(cc1)/N=N/c1ccc(cc1)OC(=O)CC,86.0,310.397,5,1,5_1,2
CN(c1ccc(cc1)Br)C,54.0,200.079,0,1,0_1,1
Cc1ccc(cc1)N/N=C/1\C(=O)NN=C1c1c(O)c2ccccc2n(c1=O)C,218.0,375.388,4,3,4_3,9
COc1c(Cl)ccc(c1C(=O)O)Cl,115.0,221.039,2,2,2_2,7
OC(=O)C(C(F)(F)F)(C)C,70.0,156.103,2,1,2_1,9
CCOc1nc(nc(n1)NC)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC,194.0,410.412,4,3,4_3,4
CN1C(=O)N(C)C(=O)C(=NNc2ccc(cc2)F)C1=O,191.0,278.243,4,3,4_3,9
NC[C@@H](c1ccc(c(c1)O)O)O,217.0,169.18,2,3,2_3,4
CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C,145.0,384.259,4,2,4_2,6
N#Cc1ncccc1C,86.0,118.139,0,1,0_1,0
O=Cc1cccc(c1O)[N+](=O)[O-],110.0,167.12,2,2,2_2,6
COc1c(OC)c(OC(=O)C)c2c(c1OC(=O)C)c(Cl)ccc2,133.5,338.743,4,2,4_2,6
Oc1cc(C)c(c(c1)O)C,136.0,138.166,0,2,0_2,3
Cc1nc(N)ccc1C#N,165.0,133.154,0,2,0_2,1
Fc1ccc(c(c1)[N+](=O)[O-])C,26.0,155.128,2,0,2_0,3
Nc1cc(Cl)nc(n1)N,201.0,144.565,0,3,0_3,9
CC(=C1C(=O)NN(C1=O)c1ccccc1)C,166.0,216.24,2,2,2_2,0
CSc1ccc(cc1)N=C=S,50.0,181.285,0,1,0_1,7
OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,222.0,360.45,1,3,1_3,9
Oc1ccc2c(c1)oc(=O)s2,160.0,168.173,2,2,2_2,4
OC(COc1ccccc1C1CCCC1)CNC(C)(C)C,70.0,291.435,5,1,5_1,8
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,106.0,409.782,1,2,1_2,6
CCCC=C,-165.0,70.135,0,0,0_0,0
ClC(=O)CCc1ccccc1,-7.0,168.623,0,0,0_0,2
NNc1ccc(c(c1)Cl)F,74.0,160.579,0,1,0_1,6
ClC(=O)OC(Cl)(Cl)Cl,-57.0,197.832,0,0,0_0,1
CC(=O)OC(=O)C,-73.0,102.089,0,0,0_0,5
[O-][N+](=O)CCc1ccccc1,-23.0,151.165,0,0,0_0,1
C/C=C(/Cl)\C,-19.0,90.553,0,0,0_0,2
CCCCCCCCCC(=O)O,31.0,172.268,0,0,0_0,7
CCN(c1ccc(cc1)Br)CC,34.0,228.133,0,0,0_0,7
CC=C,-185.0,42.081,0,0,0_0,6
CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,118.0,428.657,1,2,1_2,7
Cc1ccc(cc1C)c1ccc(c(c1)C)C,76.0,210.32,5,1,5_1,9
C1Cc2ccc3c4c2c(C1)ccc4CCC3,133.0,208.304,5,2,5_2,4
O=C(N1CCCCC1)N=NC(=O)N1CCCCC1,135.0,252.318,4,2,4_2,7
Cc1ccccc1c1ccccc1P(C(C)(C)C)C(C)(C)C,92.0,312.437,5,1,5_1,2
O=C(NC(=O)C)NC(=O)C,154.5,144.13,2,2,2_2,2
OCCCCS(=O)(=O)c1ccc(cc1F)S(=O)(=O)N,134.5,311.356,2,2,2_2,6
C/C=C\Br,-113.0,120.977,0,0,0_0,0
Cc1cc(N)c(cc1C)C,68.0,135.21,0,1,0_1,4
S=C=Nc1ccc(cc1)N(CC)CC,32.0,206.314,0,0,0_0,3
COc1ccccc1c1ccc(o1)C=C1C(=O)NC(=O)NC1=O,220.0,312.281,4,3,4_3,4
O=C(N1CCSC1=O)c1ccccc1,121.35,207.254,2,2,2_2,0
O=Cc1ccnc2c1cccc2,50.0,157.172,0,1,0_1,8
CCC(CBr)(CBr)CC,40.0,257.997,0,0,0_0,8
O=c1c(=O)c2c1cccc2,131.0,132.118,0,2,0_2,0
Nc1ccc(cc1)S(=O)c1ccc(cc1)N,175.0,232.308,5,3,5_3,8
N#CCOc1cccc(c1)Cl,29.0,167.595,0,0,0_0,4
Cl[SiH2]Cl,-122.0,101.008,0,0,0_0,5
N#Cc1ccc(cc1)C(F)(F)F,38.0,171.121,2,0,2_0,1
CC/C(=N\Nc1cccc(c1)N/N=C(/C(=O)O)\CC)/C(=O)O,190.0,306.322,4,3,4_3,5
C#CCC(C)(C)C,-75.0,96.173,0,0,0_0,6
Nc1cccc(c1)F,-5.0,111.119,0,0,0_0,2
CCCCCCCCCc1ccccc1,-24.0,204.357,0,0,0_0,7
OCCN1CCNC1=O,49.0,130.147,2,1,2_1,2
O=C1NC(=C(C(N1)c1ccco1)C(=O)OC(C)(C)C)C,208.0,278.308,4,3,4_3,1
[O-][N+](=O)c1ccc(cc1)OCCN1CCOCC1,80.0,252.27,2,1,2_1,4
Clc1ccnc2c1cccc2,34.5,163.607,0,0,0_0,5
N#CCc1sc(c(n1)C)/N=N/c1ccc(cc1)OC,159.0,272.333,5,2,5_2,9
OC(=O)c1cc(F)c(cc1Cl)Cl,141.0,209.003,2,2,2_2,2
BrC(C(=O)C(=O)C(c1ccccc1)Br)c1ccccc1,124.0,396.078,5,2,5_2,4
OC(=O)c1cccnc1O,259.0,139.11,2,3,2_3,7
OCC(C/N=C(/c1c(O)c2ccccc2n(c1=O)c1ccccc1)\C)O,218.0,352.39,4,3,4_3,5
CCCCc1ccc2c(c1)cccc2,-5.0,184.282,0,0,0_0,2
COc1cc(/N=N/c2c(Br)cc(cc2[N+](=O)[O-])[N+](=O)[O-])c(c(c1)N(CCOC(=O)C)CCOC(=O)C)NC(=O)C,132.0,625.389,4,2,4_2,9
Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,177.0,272.388,1,3,1_3,3
c1ccc(cc1)NC(=Nc1ccccc1)Nc1ccccc1,144.0,287.366,5,2,5_2,2
OCC#CCO,56.0,86.09,0,1,0_1,4
OC1CC2CCC(C1)N2C,64.0,141.214,0,1,0_1,6
NC(=O)OCc1ccccc1,87.0,151.165,2,1,2_1,3
Clc1ccc2c(-c3c(CO2)cc2c(c3c3ccccc3)C(=O)CCC2)c1,185.0,360.84,5,3,5_3,8
CCCCCCCCCC(=O)CCC,19.0,198.35,3,0,3_0,7
OC(=O)CCc1ccc(cc1)C(=O)O,290.0,194.186,2,3,2_3,9
S=C=Nc1ccc(cc1)C(=O)OC,48.0,193.227,2,1,2_1,5
O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccccn1,201.0,288.219,4,3,4_3,9
[O-][N+](=O)c1ccccc1N,72.0,138.126,2,1,2_1,4
OCC1OC(C(C1O)O)n1ccc(=O)[nH]c1=O,165.0,244.203,2,2,2_2,3
Clc1ccc2c(c1)ccc(c2)Cl,140.5,197.064,0,2,0_2,7
O=C=Nc1ccccc1[N+](=O)[O-],41.0,164.12,2,0,2_0,0
O=C(C1=NOC2C1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-])c1ccc2c(c1)cccc2,176.0,415.361,4,3,4_3,7
OC(=O)C1CCC(C1(C)C)(C)C(=O)O,187.0,200.234,2,3,2_3,1
CCOC(=O)[C@H]([C@@H](C(=O)OCC)O)O,17.0,206.194,2,0,2_0,5
COc1ccc(cc1)C(=O)c1ccc(c(c1)OC)OC,79.0,272.3,5,1,5_1,4
O=S1(=O)CCCCN1c1ccc(cc1)S(=O)(=O)N,180.0,290.366,2,3,2_3,9
N#Cc1ccc(c(c1)[N+](=O)[O-])C(C(c1ccc(cc1)C(C(c1ccc(cc1[N+](=O)[O-])C#N)Cl)Cl)Cl)Cl,278.0,564.212,4,3,4_3,3
NNC(=O)NN,156.0,90.086,2,2,2_2,2
CCN(C(=O)SCc1ccccc1Cl)CC,9.0,257.786,2,0,2_0,1
Cc1cc(ccc1C)NC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,111.0,567.239,4,2,4_2,2
BrC(C(C(=O)O)Br)C(=O)O,167.0,275.88,2,3,2_3,1
CCCCCCCCCCCCCCCCCCOC=C,30.0,296.539,3,0,3_0,7
CCOC(=O)c1cc(I)ccc1N,70.0,291.088,2,1,2_1,7
ClCCS(=O)(=O)c1ccc(cc1)C,79.0,218.705,2,1,2_1,7
Cc1cc(C)c2c(n1)n(nc2c1ccccc1)c1ccccc1,114.0,299.377,5,2,5_2,4
Clc1ncc(c(n1)Cl)[N+](=O)[O-],30.0,193.977,2,0,2_0,5
COc1cc(cc(c1O)C=O)[N+](=O)[O-],140.0,197.146,2,2,2_2,3
CN(/C=C/C(=O)c1ccccn1)C,131.0,176.219,2,2,2_2,7
N#Cc1cc(ccc1Cl)C(F)(F)F,39.0,205.566,2,0,2_0,3
CC([Si](C(C)(C)C)(Cl)Cl)(C)C,-15.0,213.224,0,0,0_0,8
C/C=C/C1Nn2c(S1)nnc2c1cccnc1,121.0,245.311,5,2,5_2,8
CCNC(=O)COC(=O)c1ccccc1OC(=O)C,80.5,265.265,2,1,2_1,4
O=CC(Cl)(Cl)Cl,-57.5,147.388,0,0,0_0,6
COc1cc(cc(c1OC)OC)C(=O)OCCCN(CCN(CCCOC(=O)c1cc(OC)c(c(c1)OC)OC)C)C,76.0,592.686,4,1,4_1,0
OC(=O)/C=C/c1ccc(cc1F)F,217.0,184.141,2,3,2_3,7
Clc1ccc(c(c1)S(=O)(=O)Cl)F,43.0,229.059,2,0,2_0,8
Clc1ccc(cc1)C(c1ccccc1)O,60.0,218.683,5,1,5_1,0
OC(=O)C(Cc1ccccc1)CC(=O)O,162.0,208.213,2,2,2_2,8
NC(=N)NCC1COc2c(O1)cccc2,164.0,207.233,2,2,2_2,1
Oc1ccc2c(c1)nc(s2)C,186.0,165.217,0,3,0_3,2
N#CCc1cccc(c1)[N+](=O)[O-],63.0,162.148,2,1,2_1,3
COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN(C4Cc1ccc(Oc4cc(CC3N(CC2)C)ccc4OC)cc1)C,217.5,622.762,4,3,4_3,4
CCN(CCN=C(c1cc(Cl)c(cc1OC)N)O)CC,147.0,299.802,2,2,2_2,0
C#CC(Cl)(C)C,-61.0,102.564,0,0,0_0,9
Nc1cc(Cl)cc(c1)Cl,51.0,162.019,0,1,0_1,6
COc1ccc(cc1)/C=N/n1c(=S)[nH]nc1C(F)(F)F,188.0,302.281,2,3,2_3,7
CCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,54.0,293.41,5,1,5_1,3
CCC#CCCCCC(=O)O,14.0,154.209,0,0,0_0,2
ClC(=C)C#N,-65.0,87.509,0,0,0_0,9
Brc1nccc(c1)C(=O)N,192.0,201.023,2,3,2_3,1
O=Cc1ccc2-c1cc(ccc2C)C(=C)C,58.0,210.276,5,1,5_1,1
O=C1CCCCCC1c1ccccc1,22.2,188.27,0,0,0_0,7
[O-][N+](=O)c1ccc(cc1)n1cc(nc1C)[N+](=O)[O-],186.0,248.198,2,3,2_3,0
BrCc1c(F)c(F)c(c(c1F)F)C,42.0,257.024,2,0,2_0,4
CC(C#N)O,-40.0,71.079,0,0,0_0,9
COC(=O)c1sc2c(c1C)cccc2,104.0,206.266,2,1,2_1,3
OC(=O)c1ccc(c(c1)Cl)O,169.0,172.567,2,3,2_3,6
CCCCCCCCCCCCCCCc1cccc(c1)O,53.5,304.518,3,1,3_1,2
CC(C(Br)Br)C,10.5,215.916,0,0,0_0,6
COc1ccc2c(c1)ccc(c2)C(=O)C,108.0,200.237,5,2,5_2,4
C#Cc1ccc(cc1)F,28.0,120.126,0,0,0_0,1
[O-][N+](=O)c1cc(ccc1N/N=C\1/Cc2c1cccc2C)[N+](=O)[O-],227.0,312.285,4,3,4_3,4
OC(c1ccccc1)CC1CCCC(N1C)CC(=O)c1ccccc1,191.0,337.463,5,3,5_3,2
OC[C@H]1O[C@H]([C@]2([C@]1(O)C2(C)C)O)n1ccc(=O)[nH]c1=O,166.0,284.268,4,2,4_2,9
CC(=O)c1ccc(c(c1O)C)O,154.0,166.176,2,2,2_2,0
CCn1cc(C(=O)O)c(=O)c2c1nc(N1CCNCC1)c(c2)F,222.0,320.324,4,3,4_3,6
CC(=O)OC1CC2C(=C)C(=O)C3(C1C14CCCC(C4CC3OC(=O)C)(COC1=O)C)C2OC(=O)C,235.0,488.533,1,3,1_3,9
CCCCS(=O)(=O)NC(C(=O)O)Cc1ccc(cc1)OCCCCC1CCNCC1,223.0,440.606,4,3,4_3,0
CCOC(=O)c1cc2cc3ccccc3cc2cc(c1=O)C(=O)OCC,161.0,350.37,4,2,4_2,6
COC(=O)CCC(C1CCC2C1(C)CCC1C2C(O)C(C2C1(C)CCCC2)O)C,105.0,406.607,1,1,1_1,9
NNC=O,57.0,60.056,0,1,0_1,4
Nc1ncc(c(n1)C)C(=O)C,227.0,151.169,2,3,2_3,4
O=C1CCCc2c1cc1ccc3c4c1c2ccc4ccc3,174.0,270.331,5,3,5_3,6
OC(=O)c1cccc2c1cccc2Cl,245.0,206.628,2,3,2_3,3
