SMILES,MP_reported,MP_raw,Source,Source_file,Accepted_for_consensus,MP_quality,Consensus_method,Group_MP_range
CC1(C)SC2C(N)C(=O)N2C1C(=O)O,199.0,199,2,2_EGNN_melt_point.csv,True,review,median_all,9.0
CC1(C)SC2C(N)C(=O)N2C1C(=O)O,199.0,199.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,9.0
CC1(C)SC2C(N)C(=O)N2C1C(=O)O,208.0,208,1,1_ChemXplore_ML_tmp_C.csv,True,review,median_all,9.0
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,198.0,198.0,4,train_without_data_augmentation.csv,True,review,median_all,10.0
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,201.75,201.75,2,2_EGNN_melt_point.csv,True,review,median_all,10.0
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,208.0,208.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,10.0
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,178.0,178.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.9000000000000057
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,178.9,178.9,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.9000000000000057
CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,226.0,226.0,4,test_predictions.csv,True,high_confidence,median_all,2.0
CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,228.0,228.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.0
CC1(C)c2ccccc2Oc2ccccc21,41.5,41.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC1(C)c2ccccc2Oc2ccccc21,42.0,42,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC1(C)c2ccccc2Oc2ccccc21,42.0,42.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC1(O)CCC(C(C)(C)O)CC1,158.2,158.2,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.30000000000001137
CC1(O)CCC(C(C)(C)O)CC1,158.5,158.5,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.30000000000001137
CC1(O)CCCC1,35.4,35.4(3),1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,1.6000000000000014
CC1(O)CCCC1,36.5,36.5,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,1.6000000000000014
CC1(O)CCCC1,36.5,36.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,1.6000000000000014
CC1(O)CCCC1,37.0,37.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,1.6000000000000014
CC1(O)CCCCC1,25.5,25.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.6999999999999993
CC1(O)CCCCC1,25.585,25.585,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.6999999999999993
CC1(O)CCCCC1,26.0,26.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.6999999999999993
CC1(O)CCCCC1,26.2,26.2(1),1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.6999999999999993
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,141.0,141,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.8000000000000114
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,141.0,141.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.8000000000000114
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,141.8,141.8,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.8000000000000114
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,220.0,220,1,1_ChemXplore_ML_tmp_C.csv,True,review,median_all,8.5
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,224.2,224.2,2,2_EGNN_melt_point.csv,True,review,median_all,8.5
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,224.25,224.25,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,8.5
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,228.5,228.5,4,train_without_data_augmentation.csv,True,review,median_all,8.5
CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,210.0,210,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,210.5,210.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,210.5,210.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,210.5,210.5,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,235.0,235,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,5.0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,240.0,240,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,5.0
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,163.5,163.5,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,2.5
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,163.5,163.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.5
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,163.5,163.5,4,train_without_data_augmentation.csv,True,high_confidence,median_all,2.5
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,166.0,166,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,2.5
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,269.0,269.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,1.0
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,270.0,270,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,270.0,270,2,2_EGNN_melt_point.csv,True,near_exact,median_all,1.0
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,270.0,270.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,1.0
CC12C=CCC1C1CCC3CC(O)CCC3(C)C1CC2,142.75,142.75,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.05000000000001137
CC12C=CCC1C1CCC3CC(O)CCC3(C)C1CC2,142.8,142.8,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.05000000000001137
CC12C=CCC1C1CCC3CC(O)CCC3(C)C1CC2,142.8,142.8,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.05000000000001137
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,179.0,179,1,1_ChemXplore_ML_tmp_C.csv,True,review,median_all,8.5
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,179.0,179,2,2_EGNN_melt_point.csv,True,review,median_all,8.5
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,187.5,187.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,8.5
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,165.2,165.2(5),1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.8000000000000114
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,166.0,166,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.8000000000000114
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,166.0,166.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.8000000000000114
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,166.0,166.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.8000000000000114
CC12CC3CC(C)(C1)CC(N)(C3)C2,153.0,153.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,False,unresolved,unresolved,105.0
CC12CC3CC(C)(C1)CC(N)(C3)C2,258.0,258.0,4,train_without_data_augmentation.csv,False,unresolved,unresolved,105.0
CC12CCC(/C(=C/N(Cl)c3ccccc3)C1=O)C2(C)C,102.5,102.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC(/C(=C/N(Cl)c3ccccc3)C1=O)C2(C)C,103.0,103.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC(/C(=C/N(O)c3ccccc3)C1=O)C2(C)C,106.5,106.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC(/C(=C/N(O)c3ccccc3)C1=O)C2(C)C,107.0,107.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC(/C(=C/N(OC(=O)c3ccc([N+](=O)[O-])cc3)c3ccccc3)C1=O)C2(C)C,179.8,179.8,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.19999999999998863
CC12CCC(/C(=C/N(OC(=O)c3ccc([N+](=O)[O-])cc3)c3ccccc3)C1=O)C2(C)C,180.0,180.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.19999999999998863
CC12CCC(/C(=C\Nc3ccccc3C(=O)O)C1=O)C2(C)C,112.0,112.0,4,train_without_data_augmentation.csv,False,unresolved,unresolved,64.0
CC12CCC(/C(=C\Nc3ccccc3C(=O)O)C1=O)C2(C)C,176.0,176.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,False,unresolved,unresolved,64.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,218.5,218.5,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,1.5
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,220.0,220,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,1.5
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,151.0,151.0(3),1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,3.6999999999999886
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,153.0,153.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,3.6999999999999886
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,154.7,154.7,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,3.6999999999999886
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,163.0,163.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,163.25,163.25,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,163.5,163.5,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
CC12CCC(=O)C=C1CCCC2=O,48.5,48.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC(=O)C=C1CCCC2=O,49.0,49,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC12CCC(=O)C=C1CCCC2=O,49.0,49.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC(=O)CC1CCC1C2CCC2(C)C(=O)CCC12O,199.0,199.0,4,train_without_data_augmentation.csv,False,unresolved,unresolved,13.5
CC12CCC(=O)CC1CCC1C2CCC2(C)C(=O)CCC12O,212.5,212.5,2,2_EGNN_melt_point.csv,False,unresolved,unresolved,13.5
CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2(O)CCc1ccccc1,176.75,176.75,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.25
CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2(O)CCc1ccccc1,177.0,177.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.25
CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC21OCCO1,188.0,188,2,2_EGNN_melt_point.csv,True,review,median_all,6.199999999999989
CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC21OCCO1,188.0,188.0,4,train_without_data_augmentation.csv,True,review,median_all,6.199999999999989
CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC21OCCO1,194.2,194.2,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,6.199999999999989
CC12CCC(=O)CC1CCC1C2CCC2(C)CCCC12O,113.0,113.0,4,train_without_data_augmentation.csv,False,unresolved,unresolved,13.5
CC12CCC(=O)CC1CCC1C2CCC2(C)CCCC12O,126.5,126.5,2,2_EGNN_melt_point.csv,False,unresolved,unresolved,13.5
CC12CCC(C(=C/O)/C1=N\NC(N)=O)C2(C)C,205.5,205.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC(C(=C/O)/C1=N\NC(N)=O)C2(C)C,206.0,206.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC(C(=CC=C3C(=O)C4(C)CCC3C4(C)C)C1=O)C2(C)C,240.0,240.0,4,train_without_data_augmentation.csv,False,unresolved,unresolved,22.0
CC12CCC(C(=CC=C3C(=O)C4(C)CCC3C4(C)C)C1=O)C2(C)C,262.0,262,2,2_EGNN_melt_point.csv,False,unresolved,unresolved,22.0
CC12CCC(C(=O)/C(=C\c3ccccc3[N+](=O)[O-])C1=O)C2(C)C,140.5,140.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC(C(=O)/C(=C\c3ccccc3[N+](=O)[O-])C1=O)C2(C)C,141.0,141.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC(C(=O)C1=O)C2(C)C,199.5,199.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC12CCC(C(=O)C1=O)C2(C)C,199.5,199.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC(C(=O)C1=O)C2(C)C,200.0,200.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC(C(Br)C1=O)C2(C)C,76.5,76.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC12CCC(C(Br)C1=O)C2(C)C,76.5,76.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC(C(Br)C1=O)C2(C)C,77.0,77.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC(C(C(c3ccccc3)c3ccccc3)C1=O)C2(C)C,107.0,107,2,2_EGNN_melt_point.csv,True,exact,dominant_cluster,30.0
CC12CCC(C(C(c3ccccc3)c3ccccc3)C1=O)C2(C)C,107.0,107.0,4,train_without_data_augmentation.csv,True,exact,dominant_cluster,30.0
CC12CCC(C(C(c3ccccc3)c3ccccc3)C1=O)C2(C)C,137.0,137.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,False,exact,dominant_cluster,30.0
CC12CCC(C(O)=C/C1=N\Nc1ccccc1)C2(C)C,182.0,182.0,4,train_without_data_augmentation.csv,True,review,median_all,6.0
CC12CCC(C(O)=C/C1=N\Nc1ccccc1)C2(C)C,188.0,188.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,6.0
CC12CCC(C1(C)C)C(C/C=C\c1ccccc1)(C1(C/C=C/c3ccccc3)C(=O)C3(C)CCC1C3(C)C)C2=O,152.0,152.0,4,train_without_data_augmentation.csv,False,unresolved,unresolved,36.0
CC12CCC(C1(C)C)C(C/C=C\c1ccccc1)(C1(C/C=C/c3ccccc3)C(=O)C3(C)CCC1C3(C)C)C2=O,188.0,188.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,False,unresolved,unresolved,36.0
CC12CCC(C1(C)C)C(CCCc1ccccc1)(C1(CCCc3ccccc3)C(=O)C3(C)CCC1C3(C)C)C2=O,162.0,162,2,2_EGNN_melt_point.csv,True,exact,dominant_cluster,88.0
CC12CCC(C1(C)C)C(CCCc1ccccc1)(C1(CCCc3ccccc3)C(=O)C3(C)CCC1C3(C)C)C2=O,162.0,162.0,4,train_without_data_augmentation.csv,True,exact,dominant_cluster,88.0
CC12CCC(C1(C)C)C(CCCc1ccccc1)(C1(CCCc3ccccc3)C(=O)C3(C)CCC1C3(C)C)C2=O,250.0,250.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,False,exact,dominant_cluster,88.0
CC12CCC(C1)C(C)(C)C2=O,5.55,5.55,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5499999999999998
CC12CCC(C1)C(C)(C)C2=O,6.1,6.1,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5499999999999998
CC12CCC(C1)C(C)(C)C2=O,6.1,6.1,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5499999999999998
CC12CCC(C1)C(C)(C)C2O,41.5,41.5(2),1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,4.25
CC12CCC(C1)C(C)(C)C2O,43.5,43.5,4,train_without_data_augmentation.csv,True,high_confidence,median_all,4.25
CC12CCC(C1)C(C)(C)C2O,45.75,45.75,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,4.25
CC12CCC(C=C/C1=N\O)C2(C)C,145.5,145.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC(C=C/C1=N\O)C2(C)C,146.0,146.0,4,test_predictions.csv,True,near_exact,median_all,0.5
CC12CCC(CC/C1=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C2(C)C,232.5,232.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC(CC/C1=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C2(C)C,233.0,233.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC(CC1)C(C)(C)O2,1.0,1.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.3999999999999999
CC12CCC(CC1)C(C)(C)O2,1.25,1.25,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.3999999999999999
CC12CCC(CC1)C(C)(C)O2,1.4,1.4(3),1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.3999999999999999
CC12CCC(CC1=O)C2(C)C,174.0,174.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,3.6999999999999886
CC12CCC(CC1=O)C2(C)C,177.7,177.7(2),1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,3.6999999999999886
CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,190.0,190,1,1_ChemXplore_ML_tmp_C.csv,False,exact,dominant_cluster,23.0
CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,213.0,213,2,2_EGNN_melt_point.csv,True,exact,dominant_cluster,23.0
CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,213.0,213.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,exact,dominant_cluster,23.0
CC12CCC(O)CC1CCC1C2CCC2(C)C1CCC2(O)CCc1ccccc1,152.0,152.0,4,test_predictions.csv,True,high_confidence,median_all,5.0
CC12CCC(O)CC1CCC1C2CCC2(C)C1CCC2(O)CCc1ccccc1,157.0,157,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,5.0
CC12CCC3C(C(=O)C=C4CC(O)CCC43C)C1CCC2=O,237.75,237.75,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.25
CC12CCC3C(C(=O)C=C4CC(O)CCC43C)C1CCC2=O,238.0,238.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.25
CC12CCC3C(C(=O)CC4CC(O)CCC43C)C1CCC2=O,199.5,199.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC3C(C(=O)CC4CC(O)CCC43C)C1CCC2=O,200.0,200,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC12CCC3C(C(=O)CC4CC(O)CCC43C)C1CCC2=O,200.0,200.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,140.5,140.5,2,2_EGNN_melt_point.csv,True,review,median_all,8.0
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,148.5,148.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,8.0
CC12CCC3C(CCC4(C)CC5(CCC34C)OCCO5)C1CCC2=O,158.0,158.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC3C(CCC4(C)CC5(CCC34C)OCCO5)C1CCC2=O,158.5,158.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC12CCC3C(CCC4(C)CC5(CCC34C)OCCO5)C1CCC2=O,158.5,158.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2,218.0,218,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2,218.5,218.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2,218.5,218.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,158.0,158,2,2_EGNN_melt_point.csv,False,high_confidence,dominant_cluster,16.0
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,170.5,170.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,dominant_cluster,16.0
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,174.0,174,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,dominant_cluster,16.0
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,130.0,130(3),1,1_ChemXplore_ML_tmp_C.csv,False,unresolved,unresolved,16.80000000000001
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,146.8,146.8,2,2_EGNN_melt_point.csv,False,unresolved,unresolved,16.80000000000001
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,121.0,121.0,4,train_without_data_augmentation.csv,False,exact,dominant_cluster,60.0
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,181.0,181,1,1_ChemXplore_ML_tmp_C.csv,True,exact,dominant_cluster,60.0
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,181.0,181,2,2_EGNN_melt_point.csv,True,exact,dominant_cluster,60.0
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,181.0,181.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,exact,dominant_cluster,60.0
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,178.75,178.75,2,2_EGNN_melt_point.csv,True,review,median_all,6.25
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,185.0,185,1,1_ChemXplore_ML_tmp_C.csv,True,review,median_all,6.25
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,185.0,185.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,6.25
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,167.0,167,2,2_EGNN_melt_point.csv,True,exact,dominant_cluster,56.0
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,167.0,167.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,exact,dominant_cluster,56.0
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,167.0,167.0,4,train_without_data_augmentation.csv,True,exact,dominant_cluster,56.0
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,223.0,223,1,1_ChemXplore_ML_tmp_C.csv,False,exact,dominant_cluster,56.0
CC12CCC3C(CCC4CC(OC=O)CCC43C)C1CC=C2C#Cc1ccccc1,179.5,179.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
CC12CCC3C(CCC4CC(OC=O)CCC43C)C1CC=C2C#Cc1ccccc1,180.0,180,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
CC12CCC3C(CCC4CC(OC=O)CCC43C)C1CC=C2C#Cc1ccccc1,180.0,180.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
CC12CCC3C(CCC4CC(OCc5ccccc5)CCC43C)C1CCC2=O,216.0,216.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,2.0
CC12CCC3C(CCC4CC(OCc5ccccc5)CCC43C)C1CCC2=O,218.0,218.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.0
CC12CCC3C(CCC4CCCCC43C)C1CCC2O,165.8,165.8,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.19999999999998863
CC12CCC3C(CCC4CCCCC43C)C1CCC2O,166.0,166,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.19999999999998863
CC12CCC3C(CCC4CCCCC43C)C1CCC2O,166.0,166.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.19999999999998863
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,112.0,112,1,1_ChemXplore_ML_tmp_C.csv,True,review,median_all,6.0
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,118.0,118,2,2_EGNN_melt_point.csv,True,review,median_all,6.0
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1,94.0,94(1),1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,1.5
